Course Code,Title,Credits,Attributes,Description,Typically Offered,Sections
SPEA-V 185,MANAGEMENT OF PUBLIC PROBLEMS AND SOLUTIONS,3 credits,,"This course introduces students to the theory, skills, and processes of management across sectors. Topics of accountability, decision making, collaborative partnerships, and social equity are highlighted in considering how managers develop solutions for increasingly difficult governance problems.","Summer, Fall","Class #: Closed | MW
Monday, Wednesday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 167 | Tom Rabovsky | 1/100
Waitlist 5
Class #: Closed | MW
Monday, Wednesday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 169 | Kyuwoong Kyeong | 0/100
Waitlist 1
Class #: Closed | TuTh
Tuesday, Thursday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 167 | Deanna Malatesta | 0/100
Waitlist 2
Class #: Closed | TuTh
Tuesday, Thursday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | GA 0001 | Deanna Malatesta | 0/100
Waitlist 3
Class #: Closed | TuTh
Tuesday, Thursday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 167 | Courtney Hahm | 0/100
Waitlist 6"
SPEA-V 186,INTRODUCTION TO PUBLIC BUDGETING AND FINANCE,3 credits,Class uses IU eTexts (436),The course explores the budgetary process that governs spending in the public sector. It also describes the various revenue sources available to public and non-profit sectors and the accounting documents that are used to record financial activities in the public and non-profit sectors.,"Spring, Summer, Fall",
SPEA-V 202,CONTEMPORARY ECONOMIC ISSUES IN PUBLIC AFFAIRS,3 credits,,"This course reinforces and deepens economic skills by applying basic economic concepts and models to a variety of areas, including tax, social, health, regulatory, environmental, and macroeconomic policy.  Issues examined include the motivation for intervention in the economy, the types of intervention, and the predicted effects of policies.","Summer, Fall","Class #: Open | MW
Monday, Wednesday
8:00 AM–9:15 AM
Regular Academic Session
8/25/2025–12/19/2025 | BH 104 | Shuangyu Chen | 60/80
Waitlist 0
Class #: Closed | MW
Monday, Wednesday
5:30 PM–6:45 PM
Regular Academic Session
8/25/2025–12/19/2025 | LU 1001 | Jingzhao Yao | 0/100
Waitlist 0
Class #: Closed | TuTh
Tuesday, Thursday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 167 | Daniel Simon | 0/100
Waitlist 3
Class #: Closed | MW
Monday, Wednesday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 169 | Alberto Ortega | 0/100
Waitlist 8
Class #: Closed | TuTh
Tuesday, Thursday
12:45 PM–2:20 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 169 | Daniel Simon | 1/100
Waitlist 1"
SPEA-V 203,"THE CALL OF PUBLIC SERVICE: HISTORY, PHILOSOPHY, VALUES AND OUTCOMES",3 credits,IUB GenEd S&H credit (166),"Many people want to contribute in some positive way to their community, country, or cause. This contribution can be called ""public service,"" which is an important institution pursued widely and valued globally. The course examines its historical evolution, relationships to world religions and philosophies, motivations, values, and outcomes.","Summer, Fall","Class #: Closed | W
Wednesday
6:30 PM–9:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 277 | Tim Berry | 0/35
Waitlist 1"
SPEA-V 221,NONPROFIT AND VOLUNTARY SECTOR,3 credits,IUB GenEd S&H credit (166),"This course provides a broad overview of the U.S. nonprofit sector. Topics include the sector's size and scope and its religious, historical, and theoretical underpinnings. It also examines perspectives on why people organize, donate to, and volunteer for nonprofit organizations and looks at current challenges that the sector faces.","Summer, Fall","Class #: Open | MW
Monday, Wednesday
9:35 AM–10:45 AM
Regular Academic Session
8/25/2025–12/19/2025 | IF 0119 | Amy Stark | 8/32
Waitlist 0"
SPEA-V 236,MANAGING AND LEADING ORGANIZATIONS,3 credits,Class uses IU eTexts (436),"Course introduces domestic and global challenges of management in the public, nonprofit, and private sectors. Examines a range of management concepts and how they can be applied in a contemporary setting. Topics include the organizational environment as well as employee attitudes, cognition, behavior, and performance.","Summer, Fall","Class #: Open | MW
Monday, Wednesday
9:35 AM–10:50 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV A335 | Sergio Fernandez | 1/35
Waitlist 0
Class #: Closed | MW
Monday, Wednesday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 163 | David Bell | 0/35
Waitlist 1
Class #: Closed | TuTh
Tuesday, Thursday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 278 | Robert Burgins | 0/35
Waitlist 0
Class #: Closed | TuTh
Tuesday, Thursday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 272 | Cheryl Hughes | 0/35
Waitlist 8
Class #: Closed | TuTh
Tuesday, Thursday
9:35 AM–10:50 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV A223 | Rebecca Wells | 0/35
Waitlist 3
Class #: Closed | MW
Monday, Wednesday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | AD A152 | Sean Long | 0/35
Waitlist 2
Class #: Closed | MW
Monday, Wednesday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | WH 009 | Sean Long | 1/35
Waitlist 2
Class #: Closed | TuTh
Tuesday, Thursday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 163 | Joe Packowski | 0/35
Waitlist 2"
SPEA-V 246,ELEM GOV/NONPRFT FIN ACCT CYC,3 credits,Class uses IU eTexts (436),,"Spring, Summer, Fall","Class #: Open | MW
Monday, Wednesday
8:00 AM–9:15 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV 274 | Andrea Astill | 16/64
Waitlist 0
Class #: Closed | MW
Monday, Wednesday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 274 | Andrea Astill | 0/64
Waitlist 1
Class #: Closed | TuTh
Tuesday, Thursday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV A201 | Antonette McCaster | 0/64
Waitlist 10
Class #: Closed | MW
Monday, Wednesday
9:35 AM–10:50 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV 274 | Andrea Astill | 0/64
Waitlist 0
Class #: Closed | MW
Monday, Wednesday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | GA 1134 | Marc Plooster | 0/64
Waitlist 14"
SPEA-V 252,CAREER DEVELOPMENT AND PLANNING,1–3 credits,,"Course highlights include: identification of work values and personality preference, a career research assignment, networking assignments designed to prepare students for contact with employers, in-depth tutorial and feedback concerning how to craft a marketable resume and cover letter, and development of an overall career development plan.","Spring, Summer, Fall","Class #: Closed | TuTh
Tuesday, Thursday
8:25 AM–9:15 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV 276 | Taylor Levell | 0/45
Waitlist 2
Class #: Closed | MW
Monday, Wednesday
9:45 AM–10:35 AM
Regular Academic Session
8/25/2025–12/19/2025 | GY 1043 | Andy Bosk | 0/45
Waitlist 4
Class #: Closed | TuTh
Tuesday, Thursday
9:45 AM–10:35 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV 276 | Jennifer Schepers | 0/40
Waitlist 3
Class #: Closed | TuTh
Tuesday, Thursday
6:40 PM–7:30 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV A335 | David Gregoire | 0/45
Waitlist 1
Class #: Closed | TuTh
Tuesday, Thursday
8:25 AM–9:15 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV 272 | Jennifer Schepers | 0/45
Waitlist 1
Class #: Closed | TuTh
Tuesday, Thursday
5:30 PM–6:20 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV A335 | David Gregoire | 0/45
Waitlist 3
Class #: Closed | TuTh
Tuesday, Thursday
4:20 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV A223 | David Gregoire | 0/45
Waitlist 5
Class #: Closed | TuTh
Tuesday, Thursday
8:00 AM–8:50 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV 277 | Brett Reardon | 0/45
Waitlist 3
Class #: Closed | MW
Monday, Wednesday
11:35 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | GY 1043 | Andy Bosk | 0/45
Waitlist 4
Class #: Closed | TuTh
Tuesday, Thursday
4:20 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | AD A152 | Jennifer Schepers | 0/45
Waitlist 3
Class #: Closed | MW
Monday, Wednesday
8:25 AM–9:15 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV A201 | Miranda Redman | 0/45
Waitlist 0"
SPEA-V 261,USING IT IN PUBLIC AFFAIRS,3 credits,Class uses IU eTexts (436),"Course explores IT and computing in public affairs. Topics include basic IT concepts, project proposals, network and infrastructure design, security, ethics, data and document management, cloud computing, and IT futures.  Applications include using office suites, website development, and building spreadsheets and statistics, and databases. Recommend basic understanding of computer operations.","Summer, Fall","Class #: Closed | MW
Monday, Wednesday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 151 | Mark Niswander | 0/30
Waitlist 0
Class #: Closed | TuTh
Tuesday, Thursday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 151 | Brian Richwine | 0/30
Waitlist 0
Class #: Closed | MW
Monday, Wednesday
9:35 AM–10:50 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV 151 | Roger Morris | 0/30
Waitlist 1
Class #: Closed | MW
Monday, Wednesday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 151 | Roger Morris | 0/30
Waitlist 0
Class #: Closed | TuTh
Tuesday, Thursday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 151 | David Bickel | 0/30
Waitlist 1
Class #: Closed | TuTh
Tuesday, Thursday
9:35 AM–10:50 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV 151 | Tom Mason | 0/30
Waitlist 1"
SPEA-V 272,TERRORISM AND PUBLIC POLICY,3 credits,Class uses IU eTexts (436); IUB GenEd S&H credit (166),A survey of the incidence of terrorism around the world. Overviews of ongoing conflicts with terrorist organizations in various countries are interspersed with analyses of significant terrorist events and public policies and responses such events create.,Fall,"Class #: Closed | MW
Monday, Wednesday
8:00 AM–9:15 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV 169 | Susan Siena | 0/64
Waitlist 5"
SPEA-V 275,INTRODUCTION TO EMERGENCY MANAGEMENT,3 credits,Class uses IU eTexts (436),"Examination of the background and nature of the profession, the central theoretical debates concerning natural and human-induced disasters, mitigating and reacting to these catastrophic events, and the major roles and responsibilities of emergency managers. Current practical problems and future directions will be explored.","Summer, Fall","Class #: Closed | MW
Monday, Wednesday
8:05 PM–9:20 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV A201 | David Henry | 0/40
Waitlist 0
Class #: Closed | MW
Monday, Wednesday
5:30 PM–6:45 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV A335 | Steve Lucas | 0/40
Waitlist 6"
SPEA-V 326,COMMUNICATION FOR GOVERNMENT AND NONPROFIT ORGANIZATIONS,3 credits,Class uses IU eTexts (436),This course will develop an appreciation regarding the critical nature of communication by managers in the public and nonprofit sector. It will introduce students to the skills critical to effective communication as professionals.,"Summer, Fall","Class #: Open | MW
Monday, Wednesday
7:05 PM–8:20 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 276 | Steve Lucas | 1/35
Waitlist 0
Class #: Open | MW
Monday, Wednesday
8:00 AM–9:15 AM
Regular Academic Session
8/25/2025–12/19/2025 | BQ C129 | Katie Broadfoot | 1/34
Waitlist 0
Class #: Closed | TuTh
Tuesday, Thursday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | WH 106 | Brian DeLong | 0/35
Waitlist 0
Class #: Closed | TuTh
Tuesday, Thursday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | LI 026 | J Erwin | 0/35
Waitlist 5
Class #: Closed | TuTh
Tuesday, Thursday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | LH 035 | Brian DeLong | 0/35
Waitlist 0
Class #: Closed | TuTh
Tuesday, Thursday
9:35 AM–10:50 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV 278 | Gwen White | 0/35
Waitlist 2
Class #: Closed | TuTh
Tuesday, Thursday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 272 | Trent Merrell | 1/35
Waitlist 1
Class #: Closed | TuTh
Tuesday, Thursday
5:30 PM–6:45 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 272 | Trent Merrell | 0/35
Waitlist 0"
SPEA-V 336,MANAGING EXTERNAL COLLABORATION AND NETWORKS,3 credits,,"Course introduces students to the theory, skills, and processes of collaboration. With the rise of infinitely complex issues such as globally linked economies and climate change, there is a move to maximize organizational success by using inter-agency, -firm, or -sectoral collaborations, public/private partnerships, and public engagement.","Spring, Summer, Fall","Class #: Closed | MW
Monday, Wednesday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | BH 342 | David Bell | 0/36
Waitlist 3"
SPEA-V 339,LEGAL HISTORY AND PUBLIC POLICY,3 credits,,This course will cover a specific policy issue in American history (such as race relations or political protest/dissent) during specific time periods and focus on the role played by the U. S. Supreme Court in dealing with that issue.,"Summer, Fall","Class #: Open | MW
Monday, Wednesday
9:35 AM–10:50 AM
Regular Academic Session
8/25/2025–12/19/2025 | HH 3079 | Beth Cate | 1/35
Waitlist 1
Class #: Closed | MW
Monday, Wednesday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | BQ C105 | Paul Helmke | 0/39
Waitlist 2
Class #: Closed | TuTh
Tuesday, Thursday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV A223 | Tara Ali | 0/35
Waitlist 2"
SPEA-V 346,INTRODUCTION TO GOVERNMENT ACCOUNTING AND FINANCIAL REPORTING,3 credits,Class uses IU eTexts (436),"An introduction to government accounting, including comparison with accounting for the private sector; intended as background for the use of financial administrators. The course deals primarily with municipal accounting.","Summer, Fall","Class #: Closed | TuTh
Tuesday, Thursday
9:35 AM–10:50 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV A201 | Antonette McCaster | 0/60
Waitlist 0
Class #: Closed | TuTh
Tuesday, Thursday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV A201 | Antonette McCaster | 0/60
Waitlist 0"
SPEA-V 348,MANAGEMENT SCIENCE,3 credits,Class uses IU eTexts (436),"Introduction to management-science models and methods for policy analysis and public management. Methods include decision analysis, linear programming, queuing analysis, and simulation. Computer-based applications are included. Prior familiarization with computers is recommended, though not required.","Spring, Summer, Fall","Class #: Closed | MW
Monday, Wednesday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV A201 | Alexander Alexeev | 0/50
Waitlist 7
Class #: Closed | MW
Monday, Wednesday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | LH 035 | Xiaochun Zhu | 0/50
Waitlist 7"
